StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW,KANTARID
6/9/2024 12:00,6/9/2024 12:33,IP Address,100,1988,TRUE,6/9/2024 12:33,R_536KOND1zd99yxz,anonymous,EN,1,,0,0,,I agree,Yes,33704,,Apartment,Rent,,20 years or more,,High priority,High priority,High priority,Top priority,Top priority,High priority,Top priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,Very true,Moderately true,Very true,Very true,Not true at all,Completely true,Completely true,Completely true,A little true,Very true,Moderately true,Moderately true,Completely true,Completely true,Completely true,About once a month,Never,A few times,About once a week,Multiple times per week,Never,A few times,About once a month,About once a week,About once a week,A few times,About once a month,About once a month,About once a week,About once a month,,,,,About once a week,A few times,About once a month,A few times,,,,,A little more than I do,Much more than I do,About the same as I do,Much more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved",Completely true,Moderately true,Completely true,Very true,Completely true,Completely true,Moderately true,Very true,Moderately true,A little true,Very true,Moderately true,Completely true,Completely true,Very true,Very true,Completely true,Very true,Moderately true,Not true at all,Completely true,Not true at all,Completely true,Completely true,Completely true,Completely true,All of the time,Some of the time,A good bit of the time,A little of the time,Most of the time,None of the time,Several days,More than half the days,Nearly every day,More than half the days,Several days,Nearly every day,Nearly every day,Declined,7,Phosphorus,0,Industrial discharges into the bay,9,Winter (December - February),4,"Increased ocean temperature,Nutrient pollution",10,"Television,Social media,Word of mouth (friends, family, coworkers),Your own observations or experiences",18 - 24,Female,,White or European,,Vocational or Trade School degree,Full-time,"$25,000 - $49,999",Moderately liberal,0.5,[confidential]
6/9/2024 12:26,6/9/2024 12:37,IP Address,100,649,TRUE,6/9/2024 12:37,R_3JDxrlMcpnFPOTv,anonymous,EN,1,,0,0,,I agree,Yes,33624,,Townhome or duplex,Rent,,1 - 4 years,,High priority,High priority,Top priority,High priority,Top priority,High priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,High priority,Top priority,Top priority,Moderate priority,Not true at all,Not true at all,A little true,Moderately true,Very true,Very true,Not true at all,A little true,A little true,Moderately true,Moderately true,Moderately true,Completely true,A little true,Completely true,A few times,A few times,A few times,A few times,A few times,Never,A few times,About once a month,About once a month,Never,Never,About once a month,Never,About once a month,A few times,Never,Never,About once a month,Never,A few times,About once a month,About once a month,A few times,Much more than I do,Much more than I do,A little more than I do,Much more than I do,A little less than I do,About the same as I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Moderately true,Moderately true,A little true,A little true,Very true,Not true at all,Very true,A little true,Very true,Very true,Very true,Moderately true,Very true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,Not true at all,Not true at all,Not true at all,A little true,A little true,Not true at all,A little true,A little of the time,Most of the time,Some of the time,Some of the time,A little of the time,A good bit of the time,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Declined,8,Phosphorus,3,Wastewater,2,Summer (June - September),7,Increased ocean temperature,8,"Radio,Mail or email newsletters,Word of mouth (friends, family, coworkers)",45 - 54,Female,,White or European,,Associate degree,Full-time,"$50,000 - $74,999",Neutral,1,[confidential]
6/9/2024 12:40,6/9/2024 12:56,IP Address,100,987,TRUE,6/9/2024 12:56,R_6pXbiZrqQRU8aor,anonymous,EN,1,,0,0,,I agree,Yes,33607,,Single-family home,Own,,20 years or more,,Moderate priority,High priority,High priority,Low priority,Low priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Top priority,Top priority,Low priority,Moderately true,Very true,Moderately true,Completely true,Very true,Completely true,Completely true,Moderately true,A little true,Moderately true,Moderately true,Not true at all,A little true,Not true at all,A little true,Never,Never,Never,A few times,About once a week,About once a month,Never,A few times,A few times,A few times,About once a month,About once a month,A few times,Never,A few times,Never,A few times,Never,Never,Never,About once a month,About once a month,About once a month,A little more than I do,A little more than I do,A little more than I do,About the same as I do,Much more than I do,A little less than I do,About the same as I do,A little more than I do,,The shoreline or bank of a water body,Fishing for relaxation,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved",Moderately true,Very true,A little true,Moderately true,A little true,Not true at all,A little true,Very true,Moderately true,A little true,Very true,Not true at all,Not true at all,Very true,A little true,Not true at all,Very true,A little true,Not true at all,Not true at all,Moderately true,A little true,Not true at all,Moderately true,Not true at all,A little true,Some of the time,Some of the time,A little of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Improved,9,Nitrogen,5,Stormwater runoff,7,Winter (December - February),4,Increased ocean temperature,6,"Television,Newspapers or magazines,Your own observations or experiences",65 or older,Male,,White or European,,Bachelor's degree,Retired,"$50,000 - $74,999",Slightly conservative,3,[confidential]
6/9/2024 13:18,6/9/2024 13:34,IP Address,100,918,TRUE,6/9/2024 13:34,R_5t4HdE1mrZMyGgI,anonymous,EN,1,,0,0,,I agree,Yes,33609,,Apartment,Rent,,20 years or more,,Moderate priority,Top priority,Top priority,Top priority,Top priority,High priority,Top priority,Moderate priority,Top priority,Top priority,Top priority,High priority,High priority,High priority,Top priority,High priority,Moderately true,Very true,Moderately true,Completely true,Very true,Completely true,Very true,Moderately true,A little true,A little true,Very true,A little true,Very true,Moderately true,Completely true,Never,Never,A few times,Never,About once a month,About once a month,A few times,A few times,About once a month,A few times,A few times,About once a month,A few times,About once a month,About once a month,,,,,A few times,About once a month,About once a month,About once a month,,,,,Much more than I do,Much more than I do,Much more than I do,Much more than I do,,A fishing pier or boardwalk,"Fishing for fun or sport,Fishing for relaxation,Fishing for my own food,Watching friends or family fish,Socializing with other anglers","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Moderately true,Very true,Moderately true,Completely true,Very true,Not true at all,Completely true,Very true,Completely true,Very true,Moderately true,Very true,Completely true,Moderately true,A little true,Moderately true,A little true,Not true at all,Moderately true,Very true,A little true,Moderately true,Moderately true,Very true,Very true,All of the time,Some of the time,Most of the time,A little of the time,Most of the time,A little of the time,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Declined,6,Phosphorus,5,Industrial discharges into the bay,5,Summer (June - September),3,Boat propeller blades,2,"Television,Social media,Government websites,Your own observations or experiences",35 - 44,Male,,"Hispanic or Latino/a,White or European",,High school diploma or GED,Unemployed,"$25,000 - $49,999",Slightly conservative,1.5,[confidential]
6/9/2024 13:43,6/9/2024 14:02,IP Address,100,1126,TRUE,6/9/2024 14:02,R_7BreGByq6s9OcBX,anonymous,EN,0.10000000149011612,,0,0,,I agree,Yes,34221,,Single-family home,Own,,5 - 9 years,,Moderate priority,High priority,Top priority,Moderate priority,Moderate priority,High priority,Top priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,High priority,High priority,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Very true,Very true,Very true,A little true,Very true,Very true,Very true,Completely true,Completely true,Very true,A few times,Multiple times per week,About once a week,About once a week,About once a week,About once a week,Multiple times per week,About once a week,About once a month,About once a week,A few times,About once a month,A few times,About once a month,Multiple times per week,A few times,A few times,Never,Never,Multiple times per week,Multiple times per week,A few times,A few times,A little more than I do,A little more than I do,About the same as I do,Much more than I do,A little less than I do,About the same as I do,About the same as I do,About the same as I do,Spring (March - May),"A fishing pier or boardwalk,A boat, kayak, or canoe",Socializing with other anglers,"No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Very true,Moderately true,Moderately true,A little true,A little true,A little true,Moderately true,Very true,A little true,Moderately true,Very true,Not true at all,Moderately true,Very true,Moderately true,Moderately true,Very true,A little true,A little true,Not true at all,Not true at all,A little true,A little true,A little true,A little true,A little true,All of the time,A good bit of the time,A good bit of the time,Some of the time,Some of the time,Most of the time,More than half the days,More than half the days,Nearly every day,More than half the days,More than half the days,Nearly every day,Several days,Remained about the same,7,Phosphorus,1,Industrial discharges into the bay,2,Summer (June - September),1,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",1,"Television,Social media",45 - 54,Male,,White or European,,Associate degree,Full-time,"$50,000 - $74,999",Strongly conservative,2,[confidential]
6/9/2024 13:55,6/9/2024 14:05,IP Address,100,591,TRUE,6/9/2024 14:05,R_5ZJOSH3e5CaSabD,anonymous,EN,1,,0,0,,I agree,Yes,33592,,Apartment,Rent,,1 - 4 years,,Top priority,High priority,Moderate priority,Moderate priority,High priority,Top priority,Top priority,Moderate priority,Not a priority,Low priority,High priority,High priority,High priority,High priority,Top priority,Moderate priority,Very true,Moderately true,Very true,Completely true,Moderately true,Very true,Moderately true,A little true,A little true,Moderately true,Very true,A little true,Very true,Very true,Moderately true,A few times,A few times,A few times,About once a month,About once a month,A few times,Never,A few times,About once a month,A few times,A few times,A few times,Never,A few times,A few times,,,,,Never,About once a month,About once a month,About once a month,,,,,A little more than I do,A little more than I do,About the same as I do,About the same as I do,,"A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food,Watching friends or family fish,Socializing with other anglers","No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","Yes, a little involved","Yes, a little involved",Very true,Very true,Completely true,Completely true,Very true,Very true,Moderately true,Very true,Very true,Completely true,Very true,Not true at all,Very true,Moderately true,Moderately true,A little true,Completely true,Moderately true,A little true,Moderately true,Very true,A little true,A little true,A little true,Very true,A little true,A good bit of the time,Some of the time,A good bit of the time,A little of the time,Some of the time,Some of the time,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Declined,7,Carbon,2,Stormwater runoff,5,Fall (October - November),4,Microplastics,6,"Television,Social media,Word of mouth (friends, family, coworkers)",25 - 34,Male,,White or European,,Bachelor's degree,Full-time,"$75,000 - $99,999",Moderately conservative,1,[confidential]
6/9/2024 13:11,6/9/2024 14:30,IP Address,100,4753,TRUE,6/9/2024 14:30,R_3k0oCFeqkQtHJty,anonymous,EN,1,,0,25,,I agree,Yes,33525,,Single-family home,Own,,20 years or more,,Low priority,Low priority,Top priority,Top priority,Top priority,Low priority,Top priority,Not a priority,Not a priority,Top priority,Top priority,Top priority,Top priority,Moderate priority,Low priority,Not a priority,Not true at all,A little true,Not true at all,Not true at all,A little true,Moderately true,A little true,Completely true,A little true,Very true,Moderately true,Moderately true,Completely true,A little true,Completely true,Never,Never,Never,Never,Never,Never,Multiple times per week,About once a week,Never,A few times,A few times,About once a month,A few times,A few times,A few times,About once a week,About once a week,Never,Never,About once a week,Multiple times per week,Multiple times per week,Never,Much less than I do,Much less than I do,A little less than I do,A little more than I do,Much less than I do,About the same as I do,Much less than I do,Much less than I do,"Spring (March - May),Fall (October - November)",,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Not true at all,Moderately true,A little true,Moderately true,Moderately true,A little true,A little true,Moderately true,Moderately true,Very true,Not true at all,A little true,Moderately true,Very true,A little true,Not true at all,Very true,Completely true,Not true at all,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Very true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Improved,10,Phosphorus,7,Vehicle emissions,4,Summer (June - September),3,"Boat propeller blades,Nutrient pollution",1,"Television,Radio,Social media,Newspapers or magazines,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers)",65 or older,Female,,White or European,,Bachelor's degree,Retired,"$50,000 - $74,999",Strongly conservative,3,[confidential]
6/9/2024 14:38,6/9/2024 14:48,IP Address,100,618,TRUE,6/9/2024 14:48,R_62f2L3p1KW9gLRL,anonymous,EN,0.30000001192092896,,0,0,,I agree,Yes,33803,,Apartment,Rent,,20 years or more,,Low priority,Low priority,High priority,Moderate priority,Moderate priority,Top priority,High priority,Moderate priority,Top priority,Moderate priority,Top priority,High priority,High priority,High priority,High priority,High priority,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,A little true,Not true at all,Moderately true,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,,Never,Never,Never,Never,,,,,Much more than I do,Much more than I do,Much more than I do,Much more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Very true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,Moderately true,Very true,Moderately true,A little true,Not true at all,Moderately true,Moderately true,Moderately true,Moderately true,Most of the time,Some of the time,A good bit of the time,A little of the time,A good bit of the time,A little of the time,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Remained about the same,5,Phosphorus,5,Industrial discharges into the bay,5,Spring (March - May),5,"Boat propeller blades,Increased ocean temperature",5,Television,45 - 54,Female,,"Hispanic or Latino/a,White or European",,High school diploma or GED,Retired,"$25,000 - $49,999",Neutral,0.5,[confidential]
6/9/2024 15:35,6/9/2024 15:56,IP Address,100,1291,TRUE,6/9/2024 15:57,R_3TJ3vjmPbQLPPI5,anonymous,EN,1,,0,0,,I agree,Yes,33713,,Single-family home,Rent,,20 years or more,,Not a priority,Moderate priority,Moderate priority,Top priority,Top priority,Moderate priority,Moderate priority,Low priority,Moderate priority,High priority,Moderate priority,Low priority,Low priority,Moderate priority,Moderate priority,Low priority,A little true,Moderately true,Moderately true,A little true,Moderately true,A little true,Not true at all,Moderately true,A little true,Moderately true,A little true,A little true,Very true,Very true,Completely true,A few times,A few times,A few times,Never,A few times,A few times,About once a month,About once a month,About once a month,A few times,A few times,A few times,A few times,About once a month,About once a month,A few times,A few times,A few times,A few times,About once a month,About once a week,A few times,A few times,A little more than I do,A little more than I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,Much more than I do,Much more than I do,"Spring (March - May),Summer (June - September)",A fishing pier or boardwalk,"Fishing for fun or sport,Fishing for relaxation,Fishing for my own food","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","Yes, very involved",A little true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Very true,A little true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Moderately true,A little true,Not true at all,A little true,Not true at all,A little true,Not true at all,Very true,Not true at all,A little true,A little true,Not true at all,A little true,Some of the time,A good bit of the time,Some of the time,Most of the time,A little of the time,A little of the time,Several days,Several days,More than half the days,More than half the days,Several days,More than half the days,Several days,Remained about the same,8,Phosphorus,1,Wastewater,10,Summer (June - September),9,"Increased ocean temperature,Nutrient pollution",10,Television,35 - 44,Female,,Asian or Asian American,,High school diploma or GED,Full-time,"$25,000 - $49,999",Strongly conservative,1.5,[confidential]
6/9/2024 16:16,6/9/2024 16:30,IP Address,100,844,TRUE,6/9/2024 16:30,R_1SnRJSJc6ujy8Y9,anonymous,EN,1,,0,0,,I agree,Yes,33705,,Condominium,Own,,1 - 4 years,,High priority,High priority,High priority,High priority,High priority,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,High priority,High priority,High priority,High priority,High priority,High priority,A little true,A little true,Not true at all,A little true,A little true,Moderately true,Very true,Moderately true,A little true,A little true,A little true,Moderately true,Moderately true,Moderately true,Moderately true,A few times,A few times,Never,A few times,Never,Never,A few times,Multiple times per week,A few times,Never,A few times,Never,Never,About once a week,About once a week,A few times,About once a month,Never,Never,Never,A few times,A few times,Never,A little more than I do,A little more than I do,Much less than I do,A little less than I do,A little less than I do,A little less than I do,Much less than I do,A little more than I do,Spring (March - May),,,"Yes, a little involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",A little true,A little true,A little true,Not true at all,Moderately true,A little true,Not true at all,Moderately true,A little true,A little true,Very true,A little true,Not true at all,Moderately true,Very true,Moderately true,A little true,A little true,Moderately true,Not true at all,A little true,Moderately true,Not true at all,Not true at all,Not true at all,Not true at all,Some of the time,A good bit of the time,A little of the time,A good bit of the time,A little of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Phosphorus,4,Wastewater,5,Fall (October - November),5,"Boat propeller blades,Microplastics",7,"Television,Social media,Word of mouth (friends, family, coworkers)",65 or older,Female,,White or European,,Bachelor's degree,Retired,"$50,000 - $74,999",Moderately liberal,0.5,[confidential]
6/9/2024 16:15,6/9/2024 16:46,IP Address,100,1861,TRUE,6/9/2024 16:46,R_5pMLzHu2UGFDlmt,anonymous,EN,1,,0,10,,I agree,Yes,34207,,Single-family home,Own,,20 years or more,,Moderate priority,Top priority,Top priority,High priority,Moderate priority,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderately true,A little true,A little true,Not true at all,A little true,Completely true,Completely true,Very true,A little true,Completely true,Very true,Completely true,Very true,Moderately true,Very true,A few times,Never,About once a month,About once a week,About once a week,Never,Multiple times per week,About once a month,A few times,About once a week,Never,A few times,A few times,About once a month,About once a month,About once a week,Multiple times per week,A few times,About once a month,A few times,Multiple times per week,About once a month,A few times,About the same as I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,A little less than I do,About the same as I do,About the same as I do,"Summer (June - September),Fall (October - November)",,,"Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","Yes, a little involved","Yes, very involved","Yes, a little involved",Completely true,A little true,Moderately true,Moderately true,Not true at all,A little true,Very true,Completely true,Not true at all,Not true at all,Very true,Not true at all,A little true,Completely true,Completely true,Very true,Completely true,Not true at all,Very true,Not true at all,A little true,A little true,A little true,A little true,Not true at all,Very true,A little of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,9,Nitrogen,9,Stormwater runoff,9,Fall (October - November),9,Nutrient pollution,8,"Social media,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Female,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Slightly liberal,2.5,[confidential]
6/9/2024 16:56,6/9/2024 17:06,IP Address,100,565,TRUE,6/9/2024 17:06,R_6B1c4bH1t4Qat7X,anonymous,EN,1,,0,0,,I agree,Yes,33543,,Single-family home,Own,,20 years or more,,High priority,Not a priority,Top priority,High priority,Top priority,Top priority,Top priority,Top priority,Not a priority,Moderate priority,Top priority,Top priority,Top priority,Top priority,Moderate priority,Low priority,A little true,A little true,Not true at all,A little true,Not true at all,Completely true,Completely true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Never,A few times,A few times,A few times,About once a week,A few times,About once a month,A few times,A few times,Never,Never,A few times,Never,About once a month,About once a month,A few times,About once a week,Never,A few times,Never,Multiple times per week,Multiple times per week,Multiple times per week,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,"Spring (March - May),Summer (June - September)","A fishing pier or boardwalk,A boat, kayak, or canoe","Fishing for relaxation,Fishing for my own food","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Not true at all,Moderately true,Moderately true,Not true at all,Moderately true,Moderately true,Completely true,A little true,Very true,Very true,Not true at all,A little true,Completely true,Completely true,A little true,Completely true,Not true at all,Completely true,Not true at all,Not true at all,A little true,Not true at all,Completely true,Not true at all,Completely true,A little of the time,A good bit of the time,None of the time,Some of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,10,Phosphorus,10,Industrial discharges into the bay,10,Summer (June - September),10,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",10,Your own observations or experiences,45 - 54,Female,,Asian or Asian American,,Bachelor's degree,Full-time,"$75,000 - $99,999",Neutral,2,[confidential]
6/9/2024 17:17,6/9/2024 17:29,IP Address,100,715,TRUE,6/9/2024 17:29,R_7QMZLS5FFnI0oHD,anonymous,EN,1,,0,0,,I agree,Yes,33563,,Single-family home,Own,,20 years or more,,High priority,Moderate priority,Top priority,High priority,Top priority,Moderate priority,Moderate priority,Not a priority,Not a priority,Not a priority,Low priority,Not a priority,Moderate priority,Moderate priority,Low priority,Not a priority,Not true at all,Not true at all,A little true,Moderately true,A little true,Very true,Moderately true,Very true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,A little true,A little true,Never,Never,About once a month,Never,About once a month,Never,Never,About once a month,About once a month,Never,Never,Never,Never,About once a month,About once a month,Never,Never,About once a month,Never,Never,Never,Never,Never,Much more than I do,Much more than I do,About the same as I do,A little more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Moderately true,Not true at all,Not true at all,A little true,Moderately true,Not true at all,Not true at all,Moderately true,Not true at all,Not true at all,Very true,A little true,Moderately true,Very true,Not true at all,Not true at all,Completely true,A little true,Moderately true,Not true at all,A little true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,All of the time,A little of the time,Most of the time,A little of the time,Most of the time,A little of the time,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Declined,3,Phosphorus,1,Stormwater runoff,1,Summer (June - September),4,Boat propeller blades,2,Television,45 - 54,Female,,White or European,,Vocational or Trade School degree,Full-time,"$50,000 - $74,999",Slightly conservative,2.5,[confidential]
6/9/2024 17:24,6/9/2024 17:34,IP Address,100,621,TRUE,6/9/2024 17:34,R_6Sv18rm4o0WApuE,anonymous,EN,0.8999999761581421,,0,0,,I agree,Yes,33618,,Single-family home,Rent,,5 - 9 years,,Moderate priority,High priority,High priority,Moderate priority,High priority,High priority,Moderate priority,Low priority,Moderate priority,High priority,Low priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Low priority,Moderately true,Moderately true,A little true,Completely true,A little true,Moderately true,Moderately true,Very true,A little true,Moderately true,Moderately true,Moderately true,Very true,A little true,A little true,A few times,A few times,A few times,About once a month,About once a month,About once a week,About once a week,About once a week,About once a month,About once a week,A few times,About once a month,About once a month,About once a month,Multiple times per week,About once a week,Never,Never,Never,About once a week,Never,A few times,A few times,Much less than I do,A little less than I do,A little less than I do,A little less than I do,About the same as I do,About the same as I do,A little less than I do,About the same as I do,Fall (October - November),A fishing pier or boardwalk,"Fishing for relaxation,Fishing for my own food","Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved",A little true,Very true,Not true at all,A little true,Not true at all,Not true at all,Moderately true,Moderately true,Not true at all,Not true at all,Very true,A little true,A little true,Very true,Moderately true,A little true,A little true,A little true,Moderately true,A little true,A little true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,A little of the time,Some of the time,Some of the time,A good bit of the time,A good bit of the time,A good bit of the time,Several days,Several days,More than half the days,Several days,More than half the days,Several days,More than half the days,Remained about the same,7,Phosphorus,3,Stormwater runoff,3,Summer (June - September),3,Increased ocean temperature,5,"Television,Radio",35 - 44,Male,,White or European,,Bachelor's degree,Unemployed,"Less than $25,000",Neutral,2,[confidential]
