StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,REFERRAL,SCORE_RAW
23/8/2024 19:13,23/8/2024 22:16,IP Address,100,10971,TRUE,23/8/2024 22:16,R_3HksIOSBZPWVx1k,anonymous,EN,1,,0,0,,I agree,Yes,33707,,Single-family home,Own,,20 years or more,,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Top priority,Moderate priority,Moderate priority,Top priority,Moderate priority,High priority,Moderate priority,Moderate priority,A little true,Very true,Moderately true,Very true,Moderately true,Very true,Very true,A little true,A little true,Very true,Moderately true,A little true,Completely true,Very true,Very true,About once a month,Multiple times per week,About once a month,About once a month,Never,A few times,Multiple times per week,About once a week,About once a month,Never,Never,Multiple times per week,A few times,About once a month,About once a week,A few times,About once a week,Never,Never,About once a week,About once a week,About once a month,Never,A little more than I do,About the same as I do,A little more than I do,A little more than I do,A little less than I do,About the same as I do,A little less than I do,A little less than I do,"Spring (March - May),Winter (December - February)","A boat, kayak, or canoe",Fishing for fun or sport,"Yes, very involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Very true,Moderately true,Very true,Very true,A little true,Very true,Very true,Very true,Moderately true,Moderately true,Very true,Not true at all,Very true,Very true,Very true,A little true,Moderately true,A little true,Very true,Not true at all,A little true,A little true,Moderately true,A little true,A little true,A little true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Remained about the same,7,Nitrogen,5,Stormwater runoff,8,Fall (October - November),6,"Boat propeller blades,Nutrient pollution",7,"Newspapers or magazines,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Male,,White or European,,Vocational or Trade School degree,Part-time,"$100,000 or more",Neutral,Local News,3
24/8/2024 7:55,24/8/2024 8:18,IP Address,100,1389,TRUE,24/8/2024 8:18,R_3TMJJGJVDcqGI1F,anonymous,EN,1,,0,0,,I agree,Yes,33764,,Single-family home,Own,,20 years or more,,Top priority,Not a priority,Top priority,Not a priority,Not a priority,Moderate priority,Moderate priority,Top priority,Low priority,Not a priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Low priority,Moderately true,A little true,Moderately true,Very true,Completely true,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,About once a month,Multiple times per week,Never,Multiple times per week,Never,Multiple times per week,About once a week,About once a week,Never,Never,Never,About once a month,Never,About once a month,Never,A few times,About once a week,Never,Never,Never,Never,Multiple times per week,Never,Much more than I do,A little more than I do,Much more than I do,Much more than I do,Much more than I do,A little more than I do,Much less than I do,About the same as I do,"Spring (March - May),Fall (October - November)","A boat, kayak, or canoe",Fishing for relaxation,"Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved",Completely true,Completely true,Completely true,Very true,Completely true,Completely true,A little true,Completely true,Completely true,Completely true,Very true,Completely true,Completely true,Completely true,Moderately true,Completely true,Not true at all,A little true,Completely true,Not true at all,Moderately true,Completely true,Completely true,Completely true,Very true,Completely true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Declined,10,Phosphorus,10,Stormwater runoff,10,Summer (June - September),10,Nutrient pollution,10,"Television,Social media,Government websites,Your own observations or experiences",65 or older,Male,,White or European,,Associate degree,Retired,"$50,000 - $74,999",Moderately liberal,Unknown,2.5
24/8/2024 11:35,24/8/2024 11:55,IP Address,100,1240,TRUE,24/8/2024 11:55,R_6rMxSaGxCDBZauH,anonymous,EN,1,,0,0,,I agree,Yes,33625,,Single-family home,Own,,20 years or more,,Moderate priority,Low priority,Moderate priority,Moderate priority,Moderate priority,High priority,High priority,Low priority,Low priority,Moderate priority,Top priority,Top priority,Moderate priority,High priority,Moderate priority,High priority,Moderately true,A little true,Moderately true,Moderately true,A little true,Completely true,Very true,Very true,A little true,Completely true,Very true,Very true,Completely true,Moderately true,Very true,Never,About once a month,Never,Multiple times per week,About once a week,About once a week,A few times,About once a week,Never,Never,A few times,A few times,About once a month,About once a month,A few times,A few times,A few times,Never,Never,A few times,Multiple times per week,About once a week,A few times,Much more than I do,Much more than I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,Spring (March - May),"A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Socializing with other anglers","Yes, a little involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved",Completely true,Not true at all,Very true,Moderately true,Not true at all,Very true,Moderately true,Completely true,Moderately true,A little true,Very true,Not true at all,Moderately true,Completely true,Moderately true,Not true at all,Not true at all,Moderately true,Very true,Not true at all,Very true,Moderately true,Not true at all,Completely true,A little true,Completely true,None of the time,All of the time,None of the time,All of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,10,Nitrogen,8,Stormwater runoff,8,Summer (June - September),8,"Increased ocean temperature,Nutrient pollution",10,"Television,Mail or email newsletters,Non-governmental organization (NGO) websites",65 or older,Male,,White or European,,Bachelor's degree,Retired,"$75,000 - $99,999",Neutral,Recreation,3.5
24/8/2024 15:29,24/8/2024 15:45,IP Address,100,974,TRUE,24/8/2024 15:45,R_3OMtP6JBKEiEKIW,anonymous,EN,1,,0,0,,I agree,Yes,33702,,Single-family home,Own,,20 years or more,,Top priority,Top priority,Top priority,High priority,High priority,Top priority,Moderate priority,High priority,Moderate priority,Moderate priority,Top priority,Top priority,High priority,High priority,Top priority,Top priority,A little true,A little true,A little true,Moderately true,A little true,Completely true,Completely true,Moderately true,A little true,Completely true,Very true,Not true at all,Completely true,Very true,Very true,A few times,Never,Never,About once a month,About once a month,Never,Multiple times per week,Never,Never,A few times,A few times,A few times,A few times,Never,A few times,Never,Never,Never,Multiple times per week,Never,Multiple times per week,Multiple times per week,A few times,Much more than I do,Much more than I do,Much more than I do,Much less than I do,About the same as I do,A little less than I do,Much less than I do,Much less than I do,,,,"Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Moderately true,Very true,Moderately true,A little true,Very true,Moderately true,Completely true,Very true,Moderately true,Very true,Moderately true,Very true,Very true,Moderately true,A little true,A little true,Moderately true,Very true,Not true at all,A little true,Not true at all,A little true,Very true,Not true at all,Completely true,A good bit of the time,Some of the time,A good bit of the time,Some of the time,None of the time,Some of the time,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,Remained about the same,9,Nitrogen,10,Stormwater runoff,9,Summer (June - September),10,Increased ocean temperature,8,"Newspapers or magazines,Mail or email newsletters,Government websites,Non-governmental organization (NGO) websites,Your own observations or experiences",45 - 54,Male,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Moderately liberal,Unknown,3
24/8/2024 21:42,24/8/2024 21:58,IP Address,100,980,TRUE,24/8/2024 21:58,R_1VmN8W1V5YSUDNT,anonymous,EN,1,,0,0,,I agree,Yes,34688,,Single-family home,Own,,1 - 4 years,,High priority,High priority,Low priority,Low priority,High priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Low priority,Moderate priority,Moderate priority,Low priority,Low priority,High priority,Moderately true,A little true,A little true,A little true,A little true,Completely true,Completely true,Moderately true,A little true,Very true,Very true,Very true,Completely true,Moderately true,Completely true,A few times,A few times,A few times,About once a month,Never,Never,About once a week,About once a week,About once a month,About once a month,A few times,About once a month,A few times,About once a month,About once a month,About once a month,About once a week,A few times,Never,About once a month,Multiple times per week,About once a week,A few times,A little more than I do,A little more than I do,A little more than I do,A little more than I do,About the same as I do,A little less than I do,About the same as I do,A little less than I do,"Spring (March - May),Summer (June - September),Fall (October - November)",,,"Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","Yes, very involved","No, not involved",Very true,A little true,Moderately true,Moderately true,A little true,Very true,Very true,Very true,Moderately true,A little true,Very true,A little true,Very true,Very true,Moderately true,Moderately true,Very true,A little true,Very true,Not true at all,A little true,A little true,Very true,Very true,A little true,Moderately true,A little of the time,A good bit of the time,A little of the time,Some of the time,A little of the time,A good bit of the time,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,Remained about the same,5,Nitrogen,5,Stormwater runoff,5,Summer (June - September),5,"Increased ocean temperature,Nutrient pollution",7,"Newspapers or magazines,Mail or email newsletters,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Female,,White or European,,Master's degree,Part-time,"$100,000 or more",Moderately liberal,Environmental,3.5
25/8/2024 12:43,25/8/2024 13:27,IP Address,100,2689,TRUE,25/8/2024 13:27,R_7t07Ym7P5W6LfhH,anonymous,EN,1,,0,0,,I agree,Yes,33710,,Single-family home,Own,,20 years or more,,Moderate priority,Low priority,Low priority,Low priority,Low priority,High priority,Top priority,Low priority,Low priority,Not a priority,Low priority,Top priority,Moderate priority,Top priority,High priority,Not a priority,Moderately true,Very true,Moderately true,Moderately true,Not true at all,Completely true,A little true,A little true,A little true,Completely true,Very true,Very true,Very true,Moderately true,Moderately true,A few times,Multiple times per week,A few times,A few times,About once a week,Multiple times per week,Multiple times per week,About once a month,About once a week,Never,Never,About once a month,Never,About once a month,Multiple times per week,A few times,About once a week,Never,A few times,A few times,Multiple times per week,About once a month,About once a month,A little more than I do,About the same as I do,Much more than I do,A little less than I do,About the same as I do,Much less than I do,A little less than I do,Much less than I do,"Spring (March - May),Fall (October - November)","The shoreline or bank of a water body,A fishing pier or boardwalk,A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food,Watching friends or family fish,Socializing with other anglers","Yes, very involved","Yes, a little involved","No, not involved","Yes, very involved","No, not involved","No, not involved","Yes, very involved",Moderately true,Completely true,Completely true,Completely true,Very true,Completely true,A little true,Completely true,Very true,Completely true,Very true,A little true,Completely true,Very true,Moderately true,Completely true,Very true,Completely true,Moderately true,A little true,Completely true,Completely true,Moderately true,A little true,A little true,A little true,None of the time,Most of the time,A little of the time,A good bit of the time,None of the time,A good bit of the time,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Declined,10,Nitrogen,10,Stormwater runoff,9,Summer (June - September),10,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",10,"Television,Radio,Social media,Newspapers or magazines,Mail or email newsletters,Public meetings,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Male,,White or European,,Bachelor's degree,Part-time,"$25,000 - $49,999",Strongly conservative,TBEP,4
25/8/2024 19:43,25/8/2024 19:54,IP Address,100,634,TRUE,25/8/2024 19:54,R_1LXKhTYn6YmeOTW,anonymous,EN,1,,0,0,,I agree,Yes,33609,,Single-family home,Own,,20 years or more,,Top priority,Not a priority,Not a priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Moderate priority,Moderate priority,Top priority,High priority,Not true at all,Moderately true,Moderately true,Moderately true,Not true at all,Completely true,Completely true,Moderately true,A little true,Very true,Very true,Not true at all,Completely true,Completely true,Moderately true,About once a month,A few times,Never,Multiple times per week,About once a week,A few times,Multiple times per week,Multiple times per week,Multiple times per week,Never,A few times,About once a week,A few times,A few times,A few times,A few times,Multiple times per week,Never,Never,A few times,About once a week,About once a week,A few times,A little more than I do,About the same as I do,Much more than I do,Much less than I do,Much less than I do,About the same as I do,Much less than I do,Much less than I do,Fall (October - November),"A boat, kayak, or canoe",Fishing for fun or sport,"Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,A little true,Very true,A little true,A little true,Completely true,A little true,Completely true,Completely true,Completely true,Very true,Very true,Very true,Completely true,Not true at all,Moderately true,Very true,Very true,Moderately true,Very true,A little true,Very true,Moderately true,Very true,Very true,A little true,None of the time,Most of the time,,,,,,,,,,,,Declined,7,Phosphorus,8,Stormwater runoff,5,Summer (June - September),10,Nutrient pollution,8,"Newspapers or magazines,Non-governmental organization (NGO) websites,Your own observations or experiences",45 - 54,Male,,White or European,,Master's degree,Full-time,"$100,000 or more",Moderately conservative,TBEP,2.5
26/8/2024 14:40,26/8/2024 15:06,IP Address,100,1554,TRUE,26/8/2024 15:06,R_3I4fjJmCFcsUHYy,anonymous,EN,1,,0,0,,I agree,Yes,33578,,Single-family home,Own,,1 - 4 years,,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,High priority,High priority,Moderate priority,Moderate priority,Low priority,Moderate priority,High priority,High priority,High priority,Top priority,Moderate priority,Moderately true,Very true,Very true,Very true,Very true,Very true,Very true,A little true,A little true,Very true,Very true,Very true,Very true,Very true,Very true,Never,A few times,Never,Never,Never,About once a month,Multiple times per week,A few times,Never,Never,A few times,A few times,A few times,A few times,Never,About once a week,About once a week,Never,Never,A few times,About once a week,A few times,A few times,About the same as I do,About the same as I do,A little more than I do,About the same as I do,About the same as I do,A little less than I do,About the same as I do,A little less than I do,Spring (March - May),The shoreline or bank of a water body,Fishing for relaxation,"Yes, very involved","Yes, a little involved","Yes, very involved","Yes, a little involved","Yes, very involved","No, not involved","Yes, very involved",A little true,A little true,Moderately true,Moderately true,A little true,Moderately true,A little true,A little true,Very true,A little true,Very true,Moderately true,Very true,Moderately true,Very true,Completely true,Not true at all,A little true,Moderately true,A little true,A little true,Not true at all,A little true,Moderately true,A little true,Moderately true,None of the time,A good bit of the time,A little of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,8,Phosphorus,3,Stormwater runoff,4,Fall (October - November),4,Nutrient pollution,4,Non-governmental organization (NGO) websites,65 or older,Male,,White or European,,Bachelor's degree,Retired,"$25,000 - $49,999",Slightly liberal,Connection,1.5
26/8/2024 23:38,26/8/2024 23:54,IP Address,100,962,TRUE,26/8/2024 23:54,R_71tHuqwxFVimQ6d,anonymous,EN,1,,0,0,,I agree,Yes,33598,,Single-family home,Own,,20 years or more,,Top priority,Moderate priority,High priority,Low priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,High priority,Top priority,Top priority,Not true at all,Very true,Moderately true,Very true,Completely true,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Completely true,Completely true,Very true,Completely true,A few times,About once a week,A few times,Multiple times per week,About once a month,About once a month,A few times,A few times,Never,Never,A few times,About once a month,A few times,About once a month,About once a month,Never,About once a week,Never,Never,Never,Multiple times per week,About once a month,A few times,Much more than I do,A little less than I do,A little more than I do,A little less than I do,About the same as I do,A little less than I do,Much less than I do,Much less than I do,,"A boat, kayak, or canoe",Watching friends or family fish,"No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Very true,Very true,Very true,A little true,Completely true,Very true,Completely true,Completely true,Completely true,Very true,Not true at all,Completely true,Very true,Very true,Very true,Very true,A little true,Moderately true,Not true at all,A little true,Very true,Moderately true,Very true,A little true,Completely true,A little of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Nearly every day,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Declined,9,Nitrogen,9,Stormwater runoff,9,Summer (June - September),10,Nutrient pollution,9,Non-governmental organization (NGO) websites,65 or older,Female,,White or European,,Bachelor's degree,Retired,"$75,000 - $99,999",Strongly liberal,Unknown,3.5
27/8/2024 8:58,27/8/2024 9:19,IP Address,100,1268,TRUE,27/8/2024 9:19,R_5whTtiAq4XPGUyn,anonymous,EN,1,,0,0,,I agree,Yes,33709,,Condominium,Own,,20 years or more,,Top priority,Top priority,Top priority,Top priority,High priority,Top priority,High priority,Top priority,Top priority,High priority,Top priority,Top priority,Top priority,Top priority,Top priority,High priority,Moderately true,Moderately true,A little true,A little true,Not true at all,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Never,Never,Never,About once a month,About once a week,Never,A few times,A few times,Never,Never,Never,Never,Never,A few times,A few times,Never,A few times,Never,Never,Never,About once a week,About once a week,Never,Much more than I do,About the same as I do,Much more than I do,A little less than I do,Much more than I do,About the same as I do,A little less than I do,A little more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Completely true,Completely true,A little true,A little true,Completely true,A little true,Completely true,Completely true,Completely true,Very true,Very true,Completely true,Completely true,Moderately true,A little true,Completely true,Very true,Moderately true,Not true at all,A little true,Very true,Very true,Very true,Moderately true,Completely true,A little of the time,A good bit of the time,A little of the time,A good bit of the time,None of the time,Most of the time,Nearly every day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,10,Nitrogen,6,Stormwater runoff,8,Summer (June - September),8,Nutrient pollution,8,Television,65 or older,Female,,White or European,,High school diploma or GED,Retired,"$25,000 - $49,999",Strongly liberal,Local News,3.5
29/8/2024 9:19,29/8/2024 10:53,IP Address,100,5659,TRUE,29/8/2024 10:54,R_30ZB7h0uJN38KGq,anonymous,EN,0.8999999761581421,TRUE,100,0,15/8/2024 12:52,I agree,Yes,33707,,Apartment,Rent,,10 - 19 years,,Low priority,Moderate priority,High priority,Moderate priority,High priority,High priority,Top priority,High priority,Top priority,Moderate priority,High priority,High priority,Moderate priority,Top priority,High priority,Moderate priority,Moderately true,A little true,A little true,Not true at all,Not true at all,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Completely true,Completely true,Very true,Completely true,About once a month,About once a month,Never,About once a month,About once a month,Never,A few times,A few times,A few times,A few times,A few times,A few times,A few times,About once a month,About once a month,,,,,About once a month,Multiple times per week,About once a month,About once a month,,,,,A little less than I do,Much less than I do,Much less than I do,Much less than I do,,,,"No, not involved","Yes, very involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved",Very true,A little true,Very true,Completely true,Moderately true,Very true,Completely true,Completely true,Completely true,Very true,Very true,Not true at all,Completely true,Moderately true,Completely true,A little true,Very true,Very true,Very true,Not true at all,A little true,A little true,A little true,A little true,Not true at all,Completely true,A good bit of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Nearly every day,More than half the days,More than half the days,More than half the days,Nearly every day,More than half the days,Nearly every day,Declined,8,Nitrogen,10,Stormwater runoff,10,Summer (June - September),10,Nutrient pollution,10,"Social media,Newspapers or magazines,Mail or email newsletters,Public meetings,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers)",25 - 34,Female,,White or European,,Bachelor's degree,Full-time,"$50,000 - $74,999",Slightly liberal,TBEP,3.5
30/8/2024 9:28,30/8/2024 9:39,IP Address,100,697,TRUE,30/8/2024 9:39,R_5AqKfHyLqh5b26Z,anonymous,EN,1,,0,0,,I agree,Yes,33702,,Single-family home,Own,,20 years or more,,Top priority,High priority,Top priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,Moderate priority,Moderate priority,High priority,High priority,High priority,High priority,High priority,Moderate priority,Moderately true,Very true,Very true,Very true,Completely true,Very true,Completely true,A little true,A little true,Very true,Very true,Very true,Very true,Moderately true,Very true,About once a month,Never,Never,About once a month,About once a week,Never,About once a week,About once a month,About once a week,A few times,A few times,A few times,A few times,About once a month,A few times,Never,A few times,Never,About once a week,About once a month,Multiple times per week,About once a week,A few times,Much more than I do,A little more than I do,A little more than I do,About the same as I do,A little less than I do,About the same as I do,Much less than I do,A little less than I do,,,,"Yes, a little involved","Yes, very involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved",A little true,Completely true,Completely true,Moderately true,Very true,Completely true,Moderately true,Moderately true,Completely true,Completely true,Very true,Very true,Completely true,A little true,A little true,Very true,Completely true,Very true,A little true,Not true at all,A little true,Moderately true,Moderately true,Very true,Very true,Completely true,A little of the time,Some of the time,Some of the time,A little of the time,None of the time,Some of the time,Not at all,Several days,Several days,Several days,Not at all,Nearly every day,More than half the days,Declined,7,Nitrogen,7,Stormwater runoff,8,Summer (June - September),9,Boat propeller blades,8,"Radio,Public meetings,Non-governmental organization (NGO) websites,Your own observations or experiences",65 or older,Female,,White or European,,Bachelor's degree,Retired,"$25,000 - $49,999",Neutral,Unknown,3.5
30/8/2024 10:24,30/8/2024 10:34,IP Address,100,561,TRUE,30/8/2024 10:34,R_5fjCr4NFLgoyiVD,anonymous,EN,0.8999999761581421,,0,0,,I agree,Yes,33702,,Apartment,Rent,,20 years or more,,Moderate priority,High priority,Top priority,Moderate priority,Top priority,Top priority,Top priority,Low priority,Top priority,Low priority,Top priority,Top priority,Moderate priority,Top priority,Top priority,Moderate priority,Very true,Very true,Very true,Very true,Completely true,Very true,Very true,Very true,A little true,Very true,Very true,Very true,Moderately true,Moderately true,Moderately true,A few times,About once a month,About once a month,About once a month,A few times,A few times,About once a month,A few times,About once a month,Never,A few times,About once a month,About once a week,About once a week,About once a week,,,,,Never,Multiple times per week,Never,About once a month,,,,,Much more than I do,A little more than I do,A little more than I do,About the same as I do,,"The shoreline or bank of a water body,A fishing pier or boardwalk",Fishing for relaxation,"Yes, a little involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Completely true,Moderately true,Moderately true,Moderately true,A little true,A little true,A little true,Very true,Moderately true,Moderately true,Very true,Not true at all,Very true,Completely true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,Not true at all,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Most of the time,Some of the time,A good bit of the time,Some of the time,Most of the time,A little of the time,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Declined,5,Nitrogen,9,Stormwater runoff,8,Summer (June - September),10,"Increased ocean temperature,Nutrient pollution",7,"Social media,Word of mouth (friends, family, coworkers)",25 - 34,Female,,White or European,,Bachelor's degree,Full-time,"$50,000 - $74,999",Neutral,Government,3.5
30/8/2024 13:10,30/8/2024 13:20,IP Address,100,624,TRUE,30/8/2024 13:20,R_5hahBeF1BXLa8H7,anonymous,EN,1,,0,0,,I agree,Yes,33760,,Single-family home,Own,,1 - 4 years,,Top priority,Moderate priority,Low priority,Moderate priority,Moderate priority,Top priority,Moderate priority,Top priority,Moderate priority,Low priority,Low priority,Top priority,Moderate priority,High priority,Top priority,Low priority,Completely true,Completely true,Very true,Very true,Moderately true,Completely true,Completely true,Moderately true,A little true,Moderately true,Very true,Moderately true,Very true,Moderately true,Moderately true,About once a week,Multiple times per week,About once a week,About once a month,A few times,About once a month,Multiple times per week,A few times,A few times,Never,About once a month,About once a week,About once a week,About once a week,About once a week,Never,Never,Never,Never,Never,Multiple times per week,Multiple times per week,About once a month,Much more than I do,Much more than I do,Much more than I do,About the same as I do,About the same as I do,A little less than I do,Much less than I do,Much less than I do,,"A boat, kayak, or canoe",Fishing for fun or sport,"Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","Yes, very involved","Yes, very involved",Completely true,Moderately true,Completely true,Completely true,Very true,Completely true,Moderately true,Very true,Completely true,Moderately true,Very true,Completely true,Completely true,Very true,Moderately true,Completely true,Completely true,Very true,Moderately true,Not true at all,Completely true,Very true,Moderately true,Very true,Completely true,Completely true,Some of the time,A good bit of the time,A little of the time,A good bit of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Declined,10,Nitrogen,10,Stormwater runoff,10,Summer (June - September),10,"Increased ocean temperature,Nutrient pollution",8,"Non-governmental organization (NGO) websites,Your own observations or experiences",35 - 44,Female,,White or European,,Master's degree,Part-time,"$100,000 or more",Slightly liberal,Government,3.5
