StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW
9/19/2024 8:44,9/19/2024 8:50,Survey Preview,100,365,TRUE,9/19/2024 8:50,R_24,preview,EN,1,TRUE,100,0,9/18/2024 17:26,I agree,Yes,33781,,Single-family home,Own,,1 - 4 years,,Moderate priority,Moderate priority,High priority,High priority,Low priority,Low priority,Top priority,High priority,Low priority,Low priority,Low priority,Low priority,Moderate priority,Top priority,Top priority,High priority,Not true at all,A little true,Not true at all,A little true,Not true at all,Completely true,Completely true,Moderately true,A little true,Very true,Moderately true,Very true,Completely true,Moderately true,Very true,About once a month,About once a month,About once a month,About once a week,About once a week,A few times,About once a month,A few times,About once a month,A few times,Never,About once a month,About once a month,About once a month,About once a month,A few times,Multiple times per week,Multiple times per week,Never,A few times,Multiple times per week,About once a week,A few times,A little less than I do,A little less than I do,A little less than I do,A little more than I do,Much more than I do,Much less than I do,A little less than I do,About the same as I do,"Spring (March - May),Summer (June - September)",A fishing pier or boardwalk,Watching friends or family fish,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Very true,Very true,Very true,Completely true,Not true at all,Completely true,Completely true,Very true,Very true,Very true,Very true,Not true at all,Very true,A little true,Moderately true,Moderately true,Completely true,Completely true,Moderately true,A little true,A little true,Moderately true,Very true,Very true,Completely true,Completely true,A little of the time,A good bit of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Several days,Not at all,Several days,Several days,Declined,10,Silica,3,Industrial discharges into the bay,6,Summer (June - September),7,Increased ocean temperature,5,"Radio,Social media,Mail or email newsletters,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",25 - 34,Female,,Other,,Bachelor's degree,Full-time,"$75,000 - $99,999",Neutral,1
9/28/2024 9:55,9/28/2024 10:11,IP Address,100,937,TRUE,9/28/2024 10:11,R_12XebcEpJ2px0oh,anonymous,EN,1,,0,0,,I agree,Yes,33605,,Single-family home,Own,,1 - 4 years,,High priority,Top priority,High priority,High priority,Moderate priority,High priority,High priority,High priority,Moderate priority,Moderate priority,Top priority,Top priority,High priority,Top priority,Top priority,Top priority,Very true,Very true,A little true,Very true,Not true at all,Completely true,Completely true,Completely true,A little true,Completely true,Completely true,Not true at all,Completely true,Moderately true,Completely true,Never,About once a month,Never,A few times,About once a week,Never,Multiple times per week,About once a week,About once a week,Never,Never,A few times,A few times,About once a week,A few times,Never,A few times,About once a month,Never,Multiple times per week,Multiple times per week,Multiple times per week,A few times,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much less than I do,Much less than I do,About the same as I do,About the same as I do,,,,"No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved",Very true,Not true at all,Moderately true,Very true,A little true,Completely true,Completely true,Very true,Very true,Not true at all,Very true,Not true at all,Very true,Completely true,Very true,Very true,Completely true,Not true at all,Completely true,Not true at all,Completely true,Very true,Moderately true,Moderately true,Not true at all,Completely true,None of the time,Most of the time,None of the time,Some of the time,None of the time,All of the time,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Declined,3,Nitrogen,2,Stormwater runoff,4,Spring (March - May),3,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",4,"Word of mouth (friends, family, coworkers),Your own observations or experiences",25 - 34,Male,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Slightly liberal,3
10/2/2024 15:34,10/2/2024 15:40,Survey Preview,100,333,TRUE,10/2/2024 15:40,R_25,preview,EN,1,TRUE,100,0,10/2/2024 19:32,I agree,Yes,33705,,Single-family home,Own,,20 years or more,,High priority,High priority,Top priority,Moderate priority,Top priority,Top priority,Top priority,Moderate priority,High priority,Moderate priority,High priority,High priority,High priority,High priority,High priority,Moderate priority,Moderately true,Very true,Moderately true,Very true,Not true at all,Very true,Very true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Very true,Completely true,A few times,A few times,A few times,Multiple times per week,Multiple times per week,Never,Multiple times per week,Multiple times per week,About once a month,A few times,A few times,About once a week,About once a month,About once a month,A few times,Never,A few times,Never,Multiple times per week,About once a month,Multiple times per week,Multiple times per week,About once a week,Much more than I do,Much more than I do,Much more than I do,Much less than I do,A little less than I do,A little less than I do,A little less than I do,Much less than I do,,,,"Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","Yes, very involved","No, not involved",Completely true,Very true,Completely true,Moderately true,Very true,Completely true,Completely true,Completely true,Moderately true,Moderately true,Very true,Not true at all,Very true,Completely true,Very true,Very true,Completely true,Not true at all,Very true,Not true at all,A little true,A little true,A little true,Very true,Very true,Completely true,Some of the time,A good bit of the time,Some of the time,Most of the time,A little of the time,All of the time,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,Declined,8,Nitrogen,5,Wastewater,4,Summer (June - September),9,"Increased ocean temperature,Microplastics,Nutrient pollution",7,"Television,Social media,Newspapers or magazines,Government websites,Your own observations or experiences",45 - 54,Female,,White or European,,Bachelor's degree,Full-time,"$50,000 - $74,999",Strongly liberal,2.5
10/2/2024 16:09,10/2/2024 16:14,Survey Preview,100,302,TRUE,10/2/2024 16:14,R_x01NA,preview,EN,1,TRUE,100,0,10/2/2024 19:34,I agree,Yes,34208,,Single-family home,Own,,5 - 9 years,,,,,,,,,,,,,,,,,,A little true,A little true,A little true,Moderately true,A little true,Moderately true,A little true,Moderately true,A little true,Moderately true,Very true,A little true,Moderately true,Not true at all,Very true,,,About once a month,A few times,Never,Never,Never,About once a week,Never,Never,Never,A few times,A few times,A few times,A few times,Never,Never,A few times,Never,A few times,About once a week,Never,A few times,Much more than I do,Much more than I do,About the same as I do,Much more than I do,A little more than I do,A little less than I do,Much more than I do,A little less than I do,,,,"No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",A little true,A little true,Moderately true,A little true,A little true,Very true,A little true,A little true,A little true,A little true,Very true,A little true,Very true,A little true,A little true,Moderately true,A little true,Moderately true,Completely true,Not true at all,A little true,Moderately true,Moderately true,Moderately true,A little true,Very true,None of the time,A good bit of the time,A little of the time,Some of the time,None of the time,A good bit of the time,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Declined,3,Phosphorus,7,Stormwater runoff,5,Summer (June - September),3,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",7,"Television,Newspapers or magazines,Mail or email newsletters,Your own observations or experiences",65 or older,Male,,White or European,,Bachelor's degree,Retired,"$75,000 - $99,999",Strongly liberal,3
10/2/2024 16:14,10/2/2024 16:19,Survey Preview,100,296,TRUE,10/2/2024 16:19,R_x02NA,preview,EN,1,TRUE,100,0,10/2/2024 20:09,I agree,Yes,33570,,Single-family home,Own,,20 years or more,,Low priority,High priority,High priority,High priority,High priority,High priority,Top priority,Moderate priority,Moderate priority,High priority,Moderate priority,High priority,Top priority,Low priority,Top priority,Low priority,Not true at all,Very true,,Very true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Moderately true,Never,Never,Never,Multiple times per week,Multiple times per week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Multiple times per week,Never,About once a week,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,About the same as I do,A little more than I do,About the same as I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Completely true,Completely true,Not true at all,Completely true,Completely true,Not true at all,Completely true,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Not true at all,Completely true,Completely true,Completely true,Moderately true,Not true at all,Very true,Not true at all,Completely true,Completely true,Very true,Moderately true,,,,,,,Nearly every day,More than half the days,More than half the days,More than half the days,Not at all,More than half the days,Several days,Declined,5,,,Stormwater runoff,5,Summer (June - September),8,,,"Television,Your own observations or experiences",65 or older,Female,,White or European,,Vocational or Trade School degree,Part-time,"Less than $25,000",Strongly conservative,2
10/2/2024 16:20,10/2/2024 16:26,Survey Preview,100,392,TRUE,10/2/2024 16:26,R_x03NA,preview,EN,1,TRUE,100,0,10/2/2024 20:14,I agree,Yes,33705,,Single-family home,Own,,5 - 9 years,,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,High priority,High priority,High priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Very true,Completely true,A little true,Completely true,Not true at all,Completely true,Completely true,Very true,A little true,Very true,Completely true,Very true,Completely true,A little true,Completely true,Never,Never,About once a month,A few times,Never,Never,A few times,Never,A few times,A few times,Never,,About once a month,A few times,About once a month,About once a month,About once a month,Never,Never,Never,Multiple times per week,Never,About once a month,A little more than I do,A little more than I do,A little more than I do,A little more than I do,A little more than I do,A little less than I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Very true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,Not true at all,Completely true,Completely true,Completely true,Completely true,Completely true,Not true at all,Moderately true,Not true at all,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,None of the time,All of the time,,Most of the time,None of the time,All of the time,Not at all,Not at all,More than half the days,Several days,Not at all,Not at all,Not at all,Declined,10,Carbon,7,Industrial discharges into the bay,10,Summer (June - September),6,"Boat propeller blades,Microplastics",7,Mail or email newsletters,25 - 34,Female,,Hispanic or Latino/a,,Master's degree,Full-time,"$50,000 - $74,999",Strongly conservative,1.5
10/2/2024 16:27,10/2/2024 16:33,Survey Preview,100,345,TRUE,10/2/2024 16:33,R_x04NA,preview,EN,1,TRUE,100,0,10/2/2024 20:20,I agree,Yes,33542,,Mobile home,Rent,,20 years or more,,,,,,,,,,,,,,,,,,Not true at all,Not true at all,Moderately true,Moderately true,Moderately true,Completely true,A little true,Very true,A little true,A little true,A little true,A little true,Moderately true,Not true at all,Moderately true,Never,Never,A few times,Never,A few times,Never,Never,A few times,About once a month,Never,A few times,Never,Never,About once a month,A few times,,,,,A few times,Multiple times per week,A few times,A few times,,,,,A little more than I do,About the same as I do,A little more than I do,About the same as I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved","No, not involved","No, not involved",Very true,Not true at all,A little true,A little true,Not true at all,Not true at all,Not true at all,Moderately true,A little true,Moderately true,Very true,Not true at all,A little true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,A good bit of the time,None of the time,A good bit of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Improved,5,Phosphorus,4,Stormwater runoff,8,Summer (June - September),8,"Boat propeller blades,Microplastics,Nutrient pollution",9,"Television,Radio,Newspapers or magazines,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Female,,White or European,,High school diploma or GED,Retired,"$25,000 - $49,999",,4
10/2/2024 16:33,10/2/2024 16:39,Survey Preview,100,388,TRUE,10/2/2024 16:39,R_x05NA,preview,EN,1,TRUE,100,0,10/2/2024 20:27,I agree,Yes,33712,,Single-family home,Own,,20 years or more,,High priority,High priority,High priority,Moderate priority,Low priority,Top priority,High priority,Low priority,High priority,Moderate priority,Moderate priority,High priority,Top priority,Top priority,Moderate priority,Moderate priority,Moderately true,Completely true,Completely true,Completely true,Not true at all,Completely true,A little true,Not true at all,A little true,,Moderately true,Moderately true,Very true,Not true at all,A little true,Never,Never,A few times,Multiple times per week,Multiple times per week,Never,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,A few times,Multiple times per week,A few times,About once a week,A few times,Never,About once a week,Never,About once a month,Multiple times per week,About once a week,About once a week,About once a month,Much more than I do,Much more than I do,Much more than I do,Much less than I do,About the same as I do,Much less than I do,Much less than I do,Much less than I do,,,,"Yes, a little involved","Yes, a little involved","Yes, very involved","No, not involved","No, not involved","No, not involved","Yes, very involved",Completely true,Completely true,Moderately true,Not true at all,Moderately true,Moderately true,A little true,Completely true,Moderately true,Moderately true,Very true,Moderately true,Very true,Completely true,A little true,Moderately true,Very true,Moderately true,Not true at all,Not true at all,A little true,Not true at all,Completely true,Completely true,Completely true,Completely true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Several days,Not at all,Several days,Several days,Declined,10,Nitrogen,8,Stormwater runoff,10,Summer (June - September),5,Nutrient pollution,5,"Newspapers or magazines,Mail or email newsletters,Your own observations or experiences",65 or older,Female,,"Asian or Asian American,Black or African American,White or European",,Master's degree,Retired,,,3.5
10/2/2024 16:40,10/2/2024 16:46,Survey Preview,100,379,TRUE,10/2/2024 16:46,R_x09NA,preview,EN,1,TRUE,100,0,10/2/2024 20:33,I agree,Yes,33542,,Mobile home,Own,,5 - 9 years,,Top priority,Top priority,Top priority,High priority,Top priority,High priority,High priority,Moderate priority,High priority,High priority,High priority,Top priority,Top priority,Top priority,Top priority,High priority,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Very true,Completely true,A little true,A little true,Very true,Very true,Very true,Very true,Completely true,Completely true,Never,Never,Never,About once a week,,About once a week,About once a week,About once a week,About once a week,A few times,A few times,About once a month,About once a month,About once a week,A few times,,,,,About once a month,Multiple times per week,Multiple times per week,Never,,,,,Much more than I do,A little less than I do,About the same as I do,A little more than I do,,,,"No, not involved","No, not involved","Yes, very involved","Yes, a little involved","Yes, very involved","No, not involved","Yes, very involved",Moderately true,Not true at all,Moderately true,Moderately true,A little true,A little true,A little true,A little true,A little true,A little true,Very true,Moderately true,Moderately true,A little true,Moderately true,Very true,Not true at all,Moderately true,Very true,Moderately true,Completely true,Not true at all,Moderately true,Very true,Moderately true,Completely true,Some of the time,Most of the time,None of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Remained about the same,5,Nitrogen,7,Industrial discharges into the bay,5,Summer (June - September),8,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",8,"Social media,Newspapers or magazines,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Female,,White or European,,Master's degree,Full-time,"$25,000 - $49,999",Slightly liberal,3
10/3/2024 9:24,10/3/2024 9:30,Survey Preview,100,360,TRUE,10/3/2024 9:30,R_x11NA,preview,EN,1,TRUE,100,0,10/2/2024 20:40,I agree,Yes,,,Single-family home,Own,,20 years or more,,Top priority,High priority,High priority,Top priority,High priority,High priority,High priority,Moderate priority,High priority,Top priority,Moderate priority,High priority,High priority,High priority,High priority,Moderate priority,A little true,Very true,Very true,Very true,Not true at all,Completely true,Completely true,Moderately true,A little true,Moderately true,Very true,Very true,Completely true,Not true at all,Moderately true,A few times,Never,Never,Never,About once a month,Never,Never,Never,Never,Never,A few times,A few times,About once a week,About once a month,About once a month,Never,Never,A few times,Never,Never,Multiple times per week,About once a week,Never,Much more than I do,Much more than I do,Much more than I do,About the same as I do,A little more than I do,About the same as I do,About the same as I do,A little more than I do,,,,"No, not involved","No, not involved","Yes, very involved","Yes, a little involved","No, not involved","No, not involved","No, not involved",Completely true,Completely true,Very true,Completely true,Not true at all,Very true,Not true at all,Completely true,Very true,Very true,Very true,Not true at all,Very true,Very true,Very true,Moderately true,Completely true,Very true,Not true at all,Not true at all,Moderately true,Very true,Very true,Very true,Not true at all,Not true at all,All of the time,Some of the time,Most of the time,Some of the time,A little of the time,A little of the time,Nearly every day,Nearly every day,Nearly every day,More than half the days,Not at all,Not at all,Nearly every day,Remained about the same,10,Nitrogen,10,Stormwater runoff,5,Summer (June - September),8,"Increased ocean temperature,Nutrient pollution",5,"Word of mouth (friends, family, coworkers),Your own observations or experiences",55 - 64,Female,,Hispanic or Latino/a,,Bachelor's degree,Unemployed,"Less than $25,000",Slightly conservative,3.5
10/3/2024 9:30,10/3/2024 9:35,Survey Preview,100,323,TRUE,10/3/2024 9:35,R_x12NA,preview,EN,1,TRUE,100,0,10/3/2024 13:24,I agree,Yes,33605,,Single-family home,Own,,20 years or more,,Top priority,Top priority,Top priority,Top priority,High priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,About once a month,About once a month,Never,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,About once a month,A few times,A few times,About once a month,Multiple times per week,About once a week,About once a month,A few times,About once a week,Never,About once a month,About once a month,About once a week,Multiple times per week,A few times,Much more than I do,Much more than I do,Much more than I do,A little more than I do,About the same as I do,About the same as I do,Much less than I do,A little less than I do,Spring (March - May),"A boat, kayak, or canoe",Fishing for fun or sport,"Yes, a little involved","Yes, a little involved","Yes, very involved","Yes, very involved","No, not involved","No, not involved","No, not involved",Very true,Very true,Very true,Very true,Moderately true,Completely true,Moderately true,Completely true,Very true,A little true,Very true,Not true at all,Completely true,Very true,Very true,Very true,Moderately true,Moderately true,Moderately true,Not true at all,Completely true,Completely true,Not true at all,A little true,Moderately true,Completely true,None of the time,A good bit of the time,Some of the time,A good bit of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,,Nitrogen,8,Stormwater runoff,8,Summer (June - September),10,Nutrient pollution,9,"Government websites,Non-governmental organization (NGO) websites",55 - 64,,,White or European,,Master's degree,Full-time,"$100,000 or more",Moderately liberal,3.5
10/3/2024 9:36,10/3/2024 9:42,Survey Preview,100,343,TRUE,10/3/2024 9:42,R_x14NA,preview,EN,1,TRUE,100,0,10/3/2024 13:30,I agree,Yes,33705,,Single-family home,Own,,20 years or more,,Not a priority,High priority,High priority,High priority,Top priority,High priority,Top priority,High priority,High priority,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Not true at all,Not true at all,Not true at all,Not true at all,A little true,Moderately true,Very true,Very true,A little true,Moderately true,A little true,Moderately true,Very true,A little true,Moderately true,A few times,A few times,About once a month,Never,Never,Never,Multiple times per week,About once a month,Never,Never,A few times,About once a month,About once a week,A few times,Multiple times per week,A few times,A few times,Never,Never,Multiple times per week,About once a week,Never,About once a week,Much more than I do,About the same as I do,A little more than I do,Much more than I do,A little less than I do,About the same as I do,Much more than I do,A little less than I do,"Spring (March - May),Fall (October - November),Winter (December - February)",,,"Yes, a little involved","No, not involved","Yes, very involved","Yes, very involved","Yes, a little involved","No, not involved","No, not involved",Completely true,Not true at all,Moderately true,A little true,Not true at all,Very true,Moderately true,Completely true,Very true,Not true at all,Very true,Moderately true,Moderately true,Completely true,Moderately true,Not true at all,A little true,A little true,Completely true,Not true at all,A little true,,Very true,Completely true,Not true at all,Completely true,None of the time,Most of the time,None of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,6,Nitrogen,2,Stormwater runoff,2,Summer (June - September),10,Increased ocean temperature,2,"Social media,Newspapers or magazines,Public meetings,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Female,,White or European,,Master's degree,Retired,"$75,000 - $99,999",Moderately liberal,3
10/3/2024 9:43,10/3/2024 9:49,Survey Preview,100,344,TRUE,10/3/2024 9:49,R_x15NA,preview,EN,1,TRUE,100,0,10/3/2024 13:36,I agree,Yes,33570,,Single-family home,Own,,20 years or more,,Low priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Top priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Not a priority,Not true at all,Not true at all,Moderately true,Not true at all,Very true,Moderately true,Not true at all,Completely true,A little true,Very true,Very true,A little true,Very true,Moderately true,Very true,About once a month,A few times,A few times,About once a week,About once a month,A few times,Multiple times per week,Multiple times per week,Multiple times per week,About once a month,A few times,About once a month,A few times,About once a month,About once a month,Never,Never,Never,Never,Never,Multiple times per week,Multiple times per week,About once a month,Much more than I do,Much more than I do,Much more than I do,About the same as I do,Much more than I do,About the same as I do,A little less than I do,A little less than I do,,"The shoreline or bank of a water body,A fishing pier or boardwalk,A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food,Watching friends or family fish,Socializing with other anglers","Yes, a little involved","No, not involved","No, not involved","No, not involved","Yes, very involved","Yes, very involved","Yes, very involved",Moderately true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Completely true,Very true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Very true,Moderately true,Not true at all,Moderately true,Not true at all,Completely true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,Most of the time,None of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,10,Silica,10,Wastewater,,,10,Nutrient pollution,7,"Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Male,,"American Indian or Alaska Native,White or European",,Bachelor's degree,Full-time,"$100,000 or more",Slightly conservative,0.5
10/3/2024 9:50,10/3/2024 9:56,Survey Preview,100,379,TRUE,10/3/2024 9:56,R_x18NA,preview,EN,1,TRUE,100,0,10/3/2024 13:43,I agree,Yes,34208,,Single-family home,Own,,20 years or more,,Moderate priority,Moderate priority,Low priority,Low priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,Low priority,High priority,Top priority,High priority,Moderate priority,Not a priority,Top priority,Not true at all,Not true at all,Moderately true,Not true at all,Completely true,Completely true,Completely true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Moderately true,Completely true,About once a month,A few times,A few times,Multiple times per week,Multiple times per week,About once a month,Multiple times per week,Multiple times per week,About once a month,About once a week,A few times,A few times,A few times,A few times,About once a month,A few times,About once a week,Never,About once a month,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,A little less than I do,A little more than I do,Much more than I do,About the same as I do,A little less than I do,A little less than I do,Much less than I do,Much less than I do,Fall (October - November),"The shoreline or bank of a water body,A fishing pier or boardwalk","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food","Yes, very involved",,,,"Yes, very involved","Yes, very involved","Yes, very involved",Completely true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,Completely true,Completely true,A little true,Not true at all,Very true,Not true at all,Completely true,Completely true,Completely true,Not true at all,Not true at all,Not true at all,Very true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,All of the time,None of the time,All of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,5,Nitrogen,5,Stormwater runoff,9,Summer (June - September),8,Nutrient pollution,8,"Television,Mail or email newsletters,Government websites",45 - 54,Male,,Other description:,,High school diploma or GED,Full-time,"$50,000 - $74,999",,3.5
